siteA,siteB,sitepair,siteida,siteidb,dist_km,fst_adj
mat-lowermattole,russ-mwsprngck,mat-lowermattole_russ-mwsprngck,NW-45,NW-48,238.4,0.128995
mat-lowermattole,salin-losburros,mat-lowermattole_salin-losburros,NW-45,SW-58,559.05,0.329437
mat-lowermattole,sancarp-dutrack,mat-lowermattole_sancarp-dutrack,NW-45,SW-59,565.3,0.319421
mat-lowermattole,sfa-cami,mat-lowermattole_sfa-cami,NW-45,E-1,359.35,0.27807
mat-lowermattole,sfeel-cedar,mat-lowermattole_sfeel-cedar,NW-45,NW-49,82.82,0.032981
mat-lowermattole,sfy-fallck,mat-lowermattole_sfy-fallck,NW-45,NE-29,321.63,0.24126
mat-lowermattole,sfy-loga,mat-lowermattole_sfy-loga,NW-45,NE-30,311.77,0.235715
mat-lowermattole,sfy-misc,mat-lowermattole_sfy-misc,NW-45,NE-31,309.78,0.234104
mat-lowermattole,sfy-rockck,mat-lowermattole_sfy-rockck,NW-45,NE-32,302.64,0.240733
mat-lowermattole,sfy-shadyck,mat-lowermattole_sfy-shadyck,NW-45,NE-33,295.81,0.242646
mat-lowermattole,sfy-springck,mat-lowermattole_sfy-springck,NW-45,NE-34,302.32,0.252217
mat-lowermattole,smith-hurdygurdyck,mat-lowermattole_smith-hurdygurdyck,NW-45,NW-50,156.63,0.138723
mat-lowermattole,soquel-ebsc,mat-lowermattole_soquel-ebsc,NW-45,W-63,414.04,0.2881
mat-lowermattole,ssantiam,mat-lowermattole_ssantiam,NW-45,NW-51,470.5,0.233259
mat-lowermattole,trin-sftrinity,mat-lowermattole_trin-sftrinity,NW-45,NW-52,80.78,0.073298
mat-lowermattole,trin-sftrinity-sandybar,mat-lowermattole_trin-sftrinity-sandybar,NW-45,NW-53,84.72,0.073244
mat-lowermattole,trin-tishtang,mat-lowermattole_trin-tishtang,NW-45,NW-54,95.83,0.077542
mat-lowermattole,tuo-clavey,mat-lowermattole_tuo-clavey,NW-45,E-2,451.54,0.297641
mat-lowermattole,vandz-dinsmore,mat-lowermattole_vandz-dinsmore,NW-45,NW-55,61.76,0.045378
mat-lowermattole,vandz-rootcreek,mat-lowermattole_vandz-rootcreek,NW-45,NW-56,34.12,0.046307
mat-lowermattole,vandz-shanty,mat-lowermattole_vandz-shanty,NW-45,NW-57,66.37,0.069907
put-cold,put-wildhorseck,put-cold_put-wildhorseck,NW-46,NW-47,1.73,0.130048
put-cold,rub-lc-us,put-cold_rub-lc-us,NW-46,NE-27,134.04,0.320891
put-cold,rub-usph,put-cold_rub-usph,NW-46,NE-28,131.87,0.331071
put-cold,russ-mwsprngck,put-cold_russ-mwsprngck,NW-46,NW-48,53.46,0.225161
put-cold,salin-losburros,put-cold_salin-losburros,NW-46,SW-58,300.74,0.385652
put-cold,sancarp-dutrack,put-cold_sancarp-dutrack,NW-46,SW-59,307.65,0.375404
put-cold,sfa-cami,put-cold_sfa-cami,NW-46,E-1,136.8,0.343517
put-cold,sfeel-cedar,put-cold_sfeel-cedar,NW-46,NW-49,192.95,0.193252
put-cold,sfy-fallck,put-cold_sfy-fallck,NW-46,NE-29,151.64,0.314281
put-cold,sfy-loga,put-cold_sfy-loga,NW-46,NE-30,144.99,0.30836
put-cold,sfy-misc,put-cold_sfy-misc,NW-46,NE-31,142.53,0.305644
put-cold,sfy-rockck,put-cold_sfy-rockck,NW-46,NE-32,133.53,0.30671
put-cold,sfy-shadyck,put-cold_sfy-shadyck,NW-46,NE-33,131,0.318046
put-cold,sfy-springck,put-cold_sfy-springck,NW-46,NE-34,133.55,0.318466
put-cold,smith-hurdygurdyck,put-cold_smith-hurdygurdyck,NW-46,NW-50,386.88,0.24251
put-cold,soquel-ebsc,put-cold_soquel-ebsc,NW-46,W-63,158.92,0.349642
put-cold,ssantiam,put-cold_ssantiam,NW-46,NW-51,653.33,0.288161
put-cold,trin-sftrinity,put-cold_trin-sftrinity,NW-46,NW-52,283.19,0.185381
put-cold,trin-sftrinity-sandybar,put-cold_trin-sftrinity-sandybar,NW-46,NW-53,294.24,0.202568
put-cold,trin-tishtang,put-cold_trin-tishtang,NW-46,NW-54,309.59,0.207182
put-cold,tuo-clavey,put-cold_tuo-clavey,NW-46,E-2,187.55,0.359906
put-cold,vandz-dinsmore,put-cold_vandz-dinsmore,NW-46,NW-55,255.48,0.186713
put-cold,vandz-rootcreek,put-cold_vandz-rootcreek,NW-46,NW-56,270.57,0.179652
put-cold,vandz-shanty,put-cold_vandz-shanty,NW-46,NW-57,241.18,0.203596
put-wildhorseck,rub-lc-us,put-wildhorseck_rub-lc-us,NW-47,NE-27,133.64,0.304632
put-wildhorseck,rub-usph,put-wildhorseck_rub-usph,NW-47,NE-28,131.5,0.314313
put-wildhorseck,russ-mwsprngck,put-wildhorseck_russ-mwsprngck,NW-47,NW-48,54.69,0.193986
put-wildhorseck,salin-losburros,put-wildhorseck_salin-losburros,NW-47,SW-58,299.16,0.370348
put-wildhorseck,sancarp-dutrack,put-wildhorseck_sancarp-dutrack,NW-47,SW-59,306.07,0.361602
put-wildhorseck,sfa-cami,put-wildhorseck_sfa-cami,NW-47,E-1,136.14,0.326276
put-wildhorseck,sfeel-cedar,put-wildhorseck_sfeel-cedar,NW-47,NW-49,194.68,0.148555
put-wildhorseck,sfy-fallck,put-wildhorseck_sfy-fallck,NW-47,NE-29,151.69,0.297101
put-wildhorseck,sfy-loga,put-wildhorseck_sfy-loga,NW-47,NE-30,145.12,0.291832
put-wildhorseck,sfy-misc,put-wildhorseck_sfy-misc,NW-47,NE-31,142.67,0.290729
put-wildhorseck,sfy-rockck,put-wildhorseck_sfy-rockck,NW-47,NE-32,133.72,0.289163
put-wildhorseck,sfy-shadyck,put-wildhorseck_sfy-shadyck,NW-47,NE-33,131.27,0.2993
put-wildhorseck,sfy-springck,put-wildhorseck_sfy-springck,NW-47,NE-34,133.75,0.300495
put-wildhorseck,smith-hurdygurdyck,put-wildhorseck_smith-hurdygurdyck,NW-47,NW-50,388.55,0.217968
put-wildhorseck,soquel-ebsc,put-wildhorseck_soquel-ebsc,NW-47,W-63,157.46,0.335301
put-wildhorseck,ssantiam,put-wildhorseck_ssantiam,NW-47,NW-51,654.76,0.279116
put-wildhorseck,trin-sftrinity,put-wildhorseck_trin-sftrinity,NW-47,NW-52,284.89,0.15884
put-wildhorseck,trin-sftrinity-sandybar,put-wildhorseck_trin-sftrinity-sandybar,NW-47,NW-53,295.94,0.164084
put-wildhorseck,trin-tishtang,put-wildhorseck_trin-tishtang,NW-47,NW-54,311.27,0.170009
put-wildhorseck,tuo-clavey,put-wildhorseck_tuo-clavey,NW-47,E-2,186.06,0.347177
put-wildhorseck,vandz-dinsmore,put-wildhorseck_vandz-dinsmore,NW-47,NW-55,257.19,0.147173
put-wildhorseck,vandz-rootcreek,put-wildhorseck_vandz-rootcreek,NW-47,NW-56,272.31,0.147118
put-wildhorseck,vandz-shanty,put-wildhorseck_vandz-shanty,NW-47,NW-57,242.9,0.160477
russ-mwsprngck,salin-losburros,russ-mwsprngck_salin-losburros,NW-48,SW-58,323.07,0.330689
russ-mwsprngck,sancarp-dutrack,russ-mwsprngck_sancarp-dutrack,NW-48,SW-59,329.59,0.319579
russ-mwsprngck,sfa-cami,russ-mwsprngck_sfa-cami,NW-48,E-1,187.63,0.293697
russ-mwsprngck,sfeel-cedar,russ-mwsprngck_sfeel-cedar,NW-48,NW-49,156.47,0.13989
russ-mwsprngck,sfy-fallck,russ-mwsprngck_sfy-fallck,NW-48,NE-29,193,0.261445
russ-mwsprngck,sfy-loga,russ-mwsprngck_sfy-loga,NW-48,NE-30,184.93,0.257047
russ-mwsprngck,sfy-misc,russ-mwsprngck_sfy-misc,NW-48,NE-31,182.32,0.255716
russ-mwsprngck,sfy-rockck,russ-mwsprngck_sfy-rockck,NW-48,NE-32,172.74,0.272033
russ-mwsprngck,sfy-shadyck,russ-mwsprngck_sfy-shadyck,NW-48,NE-33,168.73,0.272431
russ-mwsprngck,sfy-springck,russ-mwsprngck_sfy-springck,NW-48,NE-34,172.67,0.275899
russ-mwsprngck,smith-hurdygurdyck,russ-mwsprngck_smith-hurdygurdyck,NW-48,NW-50,364.03,0.190494
russ-mwsprngck,soquel-ebsc,russ-mwsprngck_soquel-ebsc,NW-48,W-63,177.55,0.302407
russ-mwsprngck,ssantiam,russ-mwsprngck_ssantiam,NW-48,NW-51,646.42,0.248356
russ-mwsprngck,trin-sftrinity,russ-mwsprngck_trin-sftrinity,NW-48,NW-52,259,0.107496
russ-mwsprngck,trin-sftrinity-sandybar,russ-mwsprngck_trin-sftrinity-sandybar,NW-48,NW-53,270.01,0.146231
russ-mwsprngck,trin-tishtang,russ-mwsprngck_trin-tishtang,NW-48,NW-54,285.97,0.152311
russ-mwsprngck,tuo-clavey,russ-mwsprngck_tuo-clavey,NW-48,E-2,239.54,0.304817
russ-mwsprngck,vandz-dinsmore,russ-mwsprngck_vandz-dinsmore,NW-48,NW-55,228.38,0.125437
russ-mwsprngck,vandz-rootcreek,russ-mwsprngck_vandz-rootcreek,NW-48,NW-56,238.68,0.114254
russ-mwsprngck,vandz-shanty,russ-mwsprngck_vandz-shanty,NW-48,NW-57,214.36,0.145092
sfeel-cedar,sfy-fallck,sfeel-cedar_sfy-fallck,NW-49,NE-29,253.15,0.254035
sfeel-cedar,sfy-loga,sfeel-cedar_sfy-loga,NW-49,NE-30,243.08,0.252571
sfeel-cedar,sfy-misc,sfeel-cedar_sfy-misc,NW-49,NE-31,240.82,0.251673
sfeel-cedar,sfy-rockck,sfeel-cedar_sfy-rockck,NW-49,NE-32,232.69,0.254863
sfeel-cedar,sfy-shadyck,sfeel-cedar_sfy-shadyck,NW-49,NE-33,225.99,0.257011
sfeel-cedar,sfy-springck,sfeel-cedar_sfy-springck,NW-49,NE-34,232.41,0.262864
sfeel-cedar,smith-hurdygurdyck,sfeel-cedar_smith-hurdygurdyck,NW-49,NW-50,216.31,0.157325
sfeel-cedar,soquel-ebsc,sfeel-cedar_soquel-ebsc,NW-49,W-63,333.31,0.306272
sfeel-cedar,ssantiam,sfeel-cedar_ssantiam,NW-49,NW-51,518.8,0.25179
sfeel-cedar,trin-sftrinity,sfeel-cedar_trin-sftrinity,NW-49,NW-52,114.39,0.079254
sfeel-cedar,trin-sftrinity-sandybar,sfeel-cedar_trin-sftrinity-sandybar,NW-49,NW-53,124.4,0.082821
sfeel-cedar,trin-tishtang,sfeel-cedar_trin-tishtang,NW-49,NW-54,140.38,0.085712
sfeel-cedar,tuo-clavey,sfeel-cedar_tuo-clavey,NW-49,E-2,371.06,0.313297
sfeel-cedar,vandz-dinsmore,sfeel-cedar_vandz-dinsmore,NW-49,NW-55,81.12,0.053614
sfeel-cedar,vandz-rootcreek,sfeel-cedar_vandz-rootcreek,NW-49,NW-56,83.65,0.056884
sfeel-cedar,vandz-shanty,sfeel-cedar_vandz-shanty,NW-49,NW-57,69.61,0.083555
smith-hurdygurdyck,soquel-ebsc,smith-hurdygurdyck_soquel-ebsc,NW-50,W-63,540.64,0.302816
smith-hurdygurdyck,ssantiam,smith-hurdygurdyck_ssantiam,NW-50,NW-51,314.66,0.231602
smith-hurdygurdyck,trin-sftrinity,smith-hurdygurdyck_trin-sftrinity,NW-50,NW-52,105.03,0.122438
smith-hurdygurdyck,trin-sftrinity-sandybar,smith-hurdygurdyck_trin-sftrinity-sandybar,NW-50,NW-53,94.05,0.145087
smith-hurdygurdyck,trin-tishtang,smith-hurdygurdyck_trin-tishtang,NW-50,NW-54,78.06,0.145792
smith-hurdygurdyck,tuo-clavey,smith-hurdygurdyck_tuo-clavey,NW-50,E-2,534.82,0.308514
smith-hurdygurdyck,vandz-dinsmore,smith-hurdygurdyck_vandz-dinsmore,NW-50,NW-55,136.64,0.134039
smith-hurdygurdyck,vandz-rootcreek,smith-hurdygurdyck_vandz-rootcreek,NW-50,NW-56,135.61,0.133303
smith-hurdygurdyck,vandz-shanty,smith-hurdygurdyck_vandz-shanty,NW-50,NW-57,150.18,0.154913
ssantiam,trin-sftrinity,ssantiam_trin-sftrinity,NW-51,NW-52,405.12,0.213956
ssantiam,trin-sftrinity-sandybar,ssantiam_trin-sftrinity-sandybar,NW-51,NW-53,395.94,0.24436
ssantiam,trin-tishtang,ssantiam_trin-tishtang,NW-51,NW-54,380.73,0.244995
ssantiam,tuo-clavey,ssantiam_tuo-clavey,NW-51,E-2,752.06,0.297193
ssantiam,vandz-dinsmore,ssantiam_vandz-dinsmore,NW-51,NW-55,438.26,0.229759
ssantiam,vandz-rootcreek,ssantiam_vandz-rootcreek,NW-51,NW-56,445.79,0.217724
ssantiam,vandz-shanty,ssantiam_vandz-shanty,NW-51,NW-57,449.19,0.241685
trin-sftrinity-sandybar,trin-tishtang,trin-sftrinity-sandybar_trin-tishtang,NW-53,NW-54,16.16,0.018296
trin-sftrinity-sandybar,tuo-clavey,trin-sftrinity-sandybar_tuo-clavey,NW-53,E-2,449.93,0.295035
trin-sftrinity-sandybar,vandz-dinsmore,trin-sftrinity-sandybar_vandz-dinsmore,NW-53,NW-55,43.38,0.064038
trin-sftrinity-sandybar,vandz-rootcreek,trin-sftrinity-sandybar_vandz-rootcreek,NW-53,NW-56,52.86,0.070051
trin-sftrinity-sandybar,vandz-shanty,trin-sftrinity-sandybar_vandz-shanty,NW-53,NW-57,56.34,0.096378
trin-sftrinity,trin-sftrinity-sandybar,trin-sftrinity_trin-sftrinity-sandybar,NW-52,NW-53,11.07,0.038096
trin-sftrinity,trin-tishtang,trin-sftrinity_trin-tishtang,NW-52,NW-54,27,0.035762
trin-sftrinity,tuo-clavey,trin-sftrinity_tuo-clavey,NW-52,E-2,439.55,0.26333
trin-sftrinity,vandz-dinsmore,trin-sftrinity_vandz-dinsmore,NW-52,NW-55,33.29,0.049537
trin-sftrinity,vandz-rootcreek,trin-sftrinity_vandz-rootcreek,NW-52,NW-56,47.41,0.049915
trin-sftrinity,vandz-shanty,trin-sftrinity_vandz-shanty,NW-52,NW-57,45.68,0.079073
trin-tishtang,tuo-clavey,trin-tishtang_tuo-clavey,NW-54,E-2,463.22,0.301481
trin-tishtang,vandz-dinsmore,trin-tishtang_vandz-dinsmore,NW-54,NW-55,59.47,0.0642
trin-tishtang,vandz-rootcreek,trin-tishtang_vandz-rootcreek,NW-54,NW-56,66.06,0.068001
trin-tishtang,vandz-shanty,trin-tishtang_vandz-shanty,NW-54,NW-57,72.49,0.093823
vandz-dinsmore,vandz-rootcreek,vandz-dinsmore_vandz-rootcreek,NW-55,NW-56,29.57,0.029636
vandz-dinsmore,vandz-shanty,vandz-dinsmore_vandz-shanty,NW-55,NW-57,14.3,0.060419
vandz-rootcreek,vandz-shanty,vandz-rootcreek_vandz-shanty,NW-56,NW-57,38.38,0.080371
salin-losburros,sancarp-dutrack,salin-losburros_sancarp-dutrack,SW-58,SW-59,7.2,0.106782
salin-losburros,sfa-cami,salin-losburros_sfa-cami,SW-58,E-1,332.8,0.370913
salin-losburros,sfeel-cedar,salin-losburros_sfeel-cedar,SW-58,NW-49,478.73,0.342443
salin-losburros,sfy-fallck,salin-losburros_sfy-fallck,SW-58,NE-29,390.22,0.369459
salin-losburros,sfy-loga,salin-losburros_sfy-loga,SW-58,NE-30,390.6,0.36878
salin-losburros,sfy-misc,salin-losburros_sfy-misc,SW-58,NE-31,389.46,0.364069
salin-losburros,sfy-rockck,salin-losburros_sfy-rockck,SW-58,NE-32,385.26,0.366713
salin-losburros,sfy-shadyck,salin-losburros_sfy-shadyck,SW-58,NE-33,387.59,0.375083
salin-losburros,sfy-springck,salin-losburros_sfy-springck,SW-58,NE-34,385.52,0.379831
salin-losburros,smith-hurdygurdyck,salin-losburros_smith-hurdygurdyck,SW-58,NW-50,685.63,0.335577
salin-losburros,soquel-ebsc,salin-losburros_soquel-ebsc,SW-58,W-63,145.53,0.33116
salin-losburros,ssantiam,salin-losburros_ssantiam,SW-58,NW-51,950.68,0.321337
salin-losburros,trin-sftrinity,salin-losburros_trin-sftrinity,SW-58,NW-52,580.89,0.292827
salin-losburros,trin-sftrinity-sandybar,salin-losburros_trin-sftrinity-sandybar,SW-58,NW-53,591.96,0.32823
salin-losburros,trin-tishtang,salin-losburros_trin-tishtang,SW-58,NW-54,607.72,0.332972
salin-losburros,tuo-clavey,salin-losburros_tuo-clavey,SW-58,E-2,245.4,0.376255
salin-losburros,vandz-dinsmore,salin-losburros_vandz-dinsmore,SW-58,NW-55,551.09,0.323314
salin-losburros,vandz-rootcreek,salin-losburros_vandz-rootcreek,SW-58,NW-56,561.61,0.313402
salin-losburros,vandz-shanty,salin-losburros_vandz-shanty,SW-58,NW-57,536.95,0.341236
sancarp-dutrack,sfa-cami,sancarp-dutrack_sfa-cami,SW-59,E-1,339.94,0.359227
sancarp-dutrack,sfeel-cedar,sancarp-dutrack_sfeel-cedar,SW-59,NW-49,485.11,0.333408
sancarp-dutrack,sfy-fallck,sancarp-dutrack_sfy-fallck,SW-59,NE-29,397.4,0.356453
sancarp-dutrack,sfy-loga,sancarp-dutrack_sfy-loga,SW-59,NE-30,397.8,0.35233
sancarp-dutrack,sfy-misc,sancarp-dutrack_sfy-misc,SW-59,NE-31,396.66,0.348223
sancarp-dutrack,sfy-rockck,sancarp-dutrack_sfy-rockck,SW-59,NE-32,392.47,0.358137
sancarp-dutrack,sfy-shadyck,sancarp-dutrack_sfy-shadyck,SW-59,NE-33,394.79,0.366496
sancarp-dutrack,sfy-springck,sancarp-dutrack_sfy-springck,SW-59,NE-34,392.73,0.367517
sancarp-dutrack,smith-hurdygurdyck,sancarp-dutrack_smith-hurdygurdyck,SW-59,NW-50,692.33,0.323711
sancarp-dutrack,soquel-ebsc,sancarp-dutrack_soquel-ebsc,SW-59,W-63,152.04,0.324999
sancarp-dutrack,ssantiam,sancarp-dutrack_ssantiam,SW-59,NW-51,957.79,0.3061
sancarp-dutrack,trin-sftrinity,sancarp-dutrack_trin-sftrinity,SW-59,NW-52,587.57,0.282234
sancarp-dutrack,trin-sftrinity-sandybar,sancarp-dutrack_trin-sftrinity-sandybar,SW-59,NW-53,598.63,0.319449
sancarp-dutrack,trin-tishtang,sancarp-dutrack_trin-tishtang,SW-59,NW-54,614.41,0.323582
sancarp-dutrack,tuo-clavey,sancarp-dutrack_tuo-clavey,SW-59,E-2,252.09,0.358391
sancarp-dutrack,vandz-dinsmore,sancarp-dutrack_vandz-dinsmore,SW-59,NW-55,557.69,0.310544
sancarp-dutrack,vandz-rootcreek,sancarp-dutrack_vandz-rootcreek,SW-59,NW-56,568.06,0.297799
sancarp-dutrack,vandz-shanty,sancarp-dutrack_vandz-shanty,SW-59,NW-57,543.56,0.33081700000000003
ala-arroyomocho,bear,ala-arroyomocho_bear,W-60,NE-3,186.98,0.293283
ala-arroyomocho,bear-grhn,ala-arroyomocho_bear-grhn,W-60,NE-4,192.85,0.317706
ala-arroyomocho,bear-sth2,ala-arroyomocho_bear-sth2,W-60,NE-5,189.38,0.310692
ala-arroyomocho,bear-stha,ala-arroyomocho_bear-stha,W-60,NE-6,188.43,0.342294
ala-arroyomocho,bear-sthc,ala-arroyomocho_bear-sthc,W-60,NE-7,190.59,0.312597
ala-arroyomocho,deer-clec,ala-arroyomocho_deer-clec,W-60,NE-8,181.34,0.315655
ala-arroyomocho,eel,ala-arroyomocho_eel,W-60,NW-40,336.18,0.263399
ala-arroyomocho,fea-beanck,ala-arroyomocho_fea-beanck,W-60,N-Fea-35,267.41,0.274157
ala-arroyomocho,fea-spanish-bgulch,ala-arroyomocho_fea-spanish-bgulch,W-60,N-Fea-36,265.88,0.283214
ala-arroyomocho,fea-spanishck,ala-arroyomocho_fea-spanishck,W-60,N-Fea-38,265.96,0.288173
ala-arroyomocho,fea-spanish-silverck,ala-arroyomocho_fea-spanish-silverck,W-60,N-Fea-37,263.97,0.29551500000000003
ala-arroyomocho,mad-mapleck,ala-arroyomocho_mad-mapleck,W-60,NW-41,401.09,0.277135
ala-arroyomocho,mad-redwoodck,ala-arroyomocho_mad-redwoodck,W-60,NW-42,448.13,0.264553
ala-arroyomocho,mad-redwoodck2,ala-arroyomocho_mad-redwoodck2,W-60,NW-43,450.96,0.265605
ala-arroyomocho,mat-bearriver,ala-arroyomocho_mat-bearriver,W-60,NW-44,394.11,0.262823
ala-arroyomocho,mat-lowermattole,ala-arroyomocho_mat-lowermattole,W-60,NW-45,376.67,0.264872
ala-arroyomocho,mfa-amec,ala-arroyomocho_mfa-amec,W-60,NE-9,160.8,0.314941
ala-arroyomocho,mfa-gasc,ala-arroyomocho_mfa-gasc,W-60,NE-10,164.5,0.326177
ala-arroyomocho,mfa-todc,ala-arroyomocho_mfa-todc,W-60,NE-11,164.61,0.329687
ala-arroyomocho,mfy-oregck,ala-arroyomocho_mfy-oregck,W-60,NE-12,210.98,0.299458
ala-arroyomocho,mfy-us-oh,ala-arroyomocho_mfy-us-oh,W-60,NE-13,209.47,0.306133
ala-arroyomocho,nfa,ala-arroyomocho_nfa,W-60,NE-14,179.86,0.30451
ala-arroyomocho,nfa-bunc,ala-arroyomocho_nfa-bunc,W-60,NE-15,172.52,0.317033
ala-arroyomocho,nfa-euchds,ala-arroyomocho_nfa-euchds,W-60,NE-16,192.65,0.316391
ala-arroyomocho,nfa-euchus,ala-arroyomocho_nfa-euchus,W-60,NE-17,193.02,0.311488
ala-arroyomocho,nfa-indc,ala-arroyomocho_nfa-indc,W-60,NE-18,174.53,0.324488
ala-arroyomocho,nfa-pond,ala-arroyomocho_nfa-pond,W-60,NE-19,167.65,0.30170400000000003
ala-arroyomocho,nfa-robr,ala-arroyomocho_nfa-robr,W-60,NE-20,178.86,0.299952
ala-arroyomocho,nfa-saic,ala-arroyomocho_nfa-saic,W-60,NE-21,206.38,0.328168
ala-arroyomocho,nfa-shic,ala-arroyomocho_nfa-shic,W-60,NE-22,173.59,0.305477
ala-arroyomocho,nfa-slar,ala-arroyomocho_nfa-slar,W-60,NE-23,178.29,0.317174
ala-arroyomocho,nff-poe,ala-arroyomocho_nff-poe,W-60,N-Fea-39,237.41,0.298953
ala-arroyomocho,nfmfa-sc,ala-arroyomocho_nfmfa-sc,W-60,NE-24,177.4,0.312076
ala-arroyomocho,nfy,ala-arroyomocho_nfy,W-60,NE-25,220.31,0.303133
ala-arroyomocho,nfy-slate-cgrav,ala-arroyomocho_nfy-slate-cgrav,W-60,NE-26,240.14,0.289554
ala-arroyomocho,paj-clearck,ala-arroyomocho_paj-clearck,W-60,W-61,159.78,0.183232
ala-arroyomocho,paj-sanbenito,ala-arroyomocho_paj-sanbenito,W-60,W-62,166.43,0.183509
ala-arroyomocho,put-cold,ala-arroyomocho_put-cold,W-60,NW-46,106.29,0.321527
ala-arroyomocho,put-wildhorseck,ala-arroyomocho_put-wildhorseck,W-60,NW-47,104.63,0.31221
ala-arroyomocho,rub-lc-us,ala-arroyomocho_rub-lc-us,W-60,NE-27,176.07,0.309527
ala-arroyomocho,rub-usph,ala-arroyomocho_rub-usph,W-60,NE-28,175.69,0.320648
ala-arroyomocho,russ-mwsprngck,ala-arroyomocho_russ-mwsprngck,W-60,NW-48,138.97,0.272309
ala-arroyomocho,salin-losburros,ala-arroyomocho_salin-losburros,W-60,SW-58,195.62,0.293011
ala-arroyomocho,sancarp-dutrack,ala-arroyomocho_sancarp-dutrack,W-60,SW-59,202.65,0.278968
ala-arroyomocho,sfa-cami,ala-arroyomocho_sfa-cami,W-60,E-1,164.67,0.314743
ala-arroyomocho,sfeel-cedar,ala-arroyomocho_sfeel-cedar,W-60,NW-49,294.13,0.281474
ala-arroyomocho,sfy-fallck,ala-arroyomocho_sfy-fallck,W-60,NE-29,210.83,0.313607
ala-arroyomocho,sfy-loga,ala-arroyomocho_sfy-loga,W-60,NE-30,208.59,0.301885
ala-arroyomocho,sfy-misc,ala-arroyomocho_sfy-misc,W-60,NE-31,206.89,0.296727
ala-arroyomocho,sfy-rockck,ala-arroyomocho_sfy-rockck,W-60,NE-32,200.73,0.31545
ala-arroyomocho,sfy-shadyck,ala-arroyomocho_sfy-shadyck,W-60,NE-33,201.56,0.315733
ala-arroyomocho,sfy-springck,ala-arroyomocho_sfy-springck,W-60,NE-34,200.93,0.319272
ala-arroyomocho,smith-hurdygurdyck,ala-arroyomocho_smith-hurdygurdyck,W-60,NW-50,493.12,0.274412
ala-arroyomocho,soquel-ebsc,ala-arroyomocho_soquel-ebsc,W-60,W-63,63.1,0.120879
ala-arroyomocho,ssantiam,ala-arroyomocho_ssantiam,W-60,NW-51,755.5,0.258366
ala-arroyomocho,trin-sftrinity,ala-arroyomocho_trin-sftrinity,W-60,NW-52,389.2,0.236875
ala-arroyomocho,trin-sftrinity-sandybar,ala-arroyomocho_trin-sftrinity-sandybar,W-60,NW-53,400.27,0.267603
ala-arroyomocho,trin-tishtang,ala-arroyomocho_trin-tishtang,W-60,NW-54,415.71,0.275096
ala-arroyomocho,tuo-clavey,ala-arroyomocho_tuo-clavey,W-60,E-2,140.22,0.318599
ala-arroyomocho,vandz-dinsmore,ala-arroyomocho_vandz-dinsmore,W-60,NW-55,360.88,0.258771
ala-arroyomocho,vandz-rootcreek,ala-arroyomocho_vandz-rootcreek,W-60,NW-56,374.48,0.248966
ala-arroyomocho,vandz-shanty,ala-arroyomocho_vandz-shanty,W-60,NW-57,346.6,0.28024
paj-clearck,paj-sanbenito,paj-clearck_paj-sanbenito,W-61,W-62,8.05,0.031008
paj-clearck,put-cold,paj-clearck_put-cold,W-61,NW-46,264.94,0.375454
paj-clearck,put-wildhorseck,paj-clearck_put-wildhorseck,W-61,NW-47,263.24,0.358518
paj-clearck,rub-lc-us,paj-clearck_rub-lc-us,W-61,NE-27,290.58,0.364516
paj-clearck,rub-usph,paj-clearck_rub-usph,W-61,NE-28,291.71,0.368809
paj-clearck,russ-mwsprngck,paj-clearck_russ-mwsprngck,W-61,NW-48,297.78,0.318438
paj-clearck,salin-losburros,paj-clearck_salin-losburros,W-61,SW-58,74.64,0.341971
paj-clearck,sancarp-dutrack,paj-clearck_sancarp-dutrack,W-61,SW-59,80.42,0.327649
paj-clearck,sfa-cami,paj-clearck_sfa-cami,W-61,E-1,271.23,0.364531
paj-clearck,sfeel-cedar,paj-clearck_sfeel-cedar,W-61,NW-49,453.72,0.325115
paj-clearck,sfy-fallck,paj-clearck_sfy-fallck,W-61,NE-29,331.23,0.359184
paj-clearck,sfy-loga,paj-clearck_sfy-loga,W-61,NE-30,332.91,0.350062
paj-clearck,sfy-misc,paj-clearck_sfy-misc,W-61,NE-31,332.09,0.350551
paj-clearck,sfy-rockck,paj-clearck_sfy-rockck,W-61,NE-32,329.11,0.365435
paj-clearck,sfy-shadyck,paj-clearck_sfy-shadyck,W-61,NE-33,332.31,0.36114
paj-clearck,sfy-springck,paj-clearck_sfy-springck,W-61,NE-34,329.41,0.370734
paj-clearck,smith-hurdygurdyck,paj-clearck_smith-hurdygurdyck,W-61,NW-50,651.33,0.315383
paj-clearck,soquel-ebsc,paj-clearck_soquel-ebsc,W-61,W-63,131.57,0.208222
paj-clearck,ssantiam,paj-clearck_ssantiam,W-61,NW-51,902.18,0.307939
paj-clearck,trin-sftrinity,paj-clearck_trin-sftrinity,W-61,NW-52,548.08,0.279448
paj-clearck,trin-sftrinity-sandybar,paj-clearck_trin-sftrinity-sandybar,W-61,NW-53,559.12,0.314288
paj-clearck,trin-tishtang,paj-clearck_trin-tishtang,W-61,NW-54,574.36,0.317766
paj-clearck,tuo-clavey,paj-clearck_tuo-clavey,W-61,E-2,175.04,0.372326
paj-clearck,vandz-dinsmore,paj-clearck_vandz-dinsmore,W-61,NW-55,520.31,0.304673
paj-clearck,vandz-rootcreek,paj-clearck_vandz-rootcreek,W-61,NW-56,534.26,0.295972
