siteA,siteB,sitepair,siteida,siteidb,dist_km,fst_adj
mfy-us-oh,smith-hurdygurdyck,mfy-us-oh_smith-hurdygurdyck,NE-13,NW-50,353.69,0.259456
mfy-us-oh,soquel-ebsc,mfy-us-oh_soquel-ebsc,NE-13,W-63,272.38,0.335125
mfy-us-oh,ssantiam,mfy-us-oh_ssantiam,NE-13,NW-51,566.74,0.287286
mfy-us-oh,trin-sftrinity,mfy-us-oh_trin-sftrinity,NE-13,NW-52,266.74,0.208954
mfy-us-oh,trin-sftrinity-sandybar,mfy-us-oh_trin-sftrinity-sandybar,NE-13,NW-53,276.1,0.225855
mfy-us-oh,trin-tishtang,mfy-us-oh_trin-tishtang,NE-13,NW-54,287.38,0.231548
mfy-us-oh,tuo-clavey,mfy-us-oh_tuo-clavey,NE-13,E-2,187.9,0.306732
mfy-us-oh,vandz-dinsmore,mfy-us-oh_vandz-dinsmore,NE-13,NW-55,252.28,0.228887
mfy-us-oh,vandz-rootcreek,mfy-us-oh_vandz-rootcreek,NE-13,NW-56,278.25,0.226298
mfy-us-oh,vandz-shanty,mfy-us-oh_vandz-shanty,NE-13,NW-57,240.28,0.246668
nfa-bunc,nfa-euchds,nfa-bunc_nfa-euchds,NE-15,NE-16,20.78,0.098527
nfa-bunc,nfa-euchus,nfa-bunc_nfa-euchus,NE-15,NE-17,21.37,0.100794
nfa-bunc,nfa-indc,nfa-bunc_nfa-indc,NE-15,NE-18,2.12,0.07828
nfa-bunc,nfa-pond,nfa-bunc_nfa-pond,NE-15,NE-19,4.94,0.073808
nfa-bunc,nfa-robr,nfa-bunc_nfa-robr,NE-15,NE-20,7.56,0.076565
nfa-bunc,nfa-saic,nfa-bunc_nfa-saic,NE-15,NE-21,40.99,0.124895
nfa-bunc,nfa-shic,nfa-bunc_nfa-shic,NE-15,NE-22,1.21,0.063607
nfa-bunc,nfa-slar,nfa-bunc_nfa-slar,NE-15,NE-23,6.9,0.086434
nfa-bunc,nff-poe,nfa-bunc_nff-poe,NE-15,N-Fea-39,91.32,0.234397
nfa-bunc,nfmfa-sc,nfa-bunc_nfmfa-sc,NE-15,NE-24,15.11,0.140074
nfa-bunc,nfy,nfa-bunc_nfy,NE-15,NE-25,52.97,0.146786
nfa-bunc,nfy-slate-cgrav,nfa-bunc_nfy-slate-cgrav,NE-15,NE-26,72.37,0.189312
nfa-bunc,paj-clearck,nfa-bunc_paj-clearck,NE-15,W-61,296.34,0.365606
nfa-bunc,paj-sanbenito,nfa-bunc_paj-sanbenito,NE-15,W-62,300.05,0.354387
nfa-bunc,put-cold,nfa-bunc_put-cold,NE-15,NW-46,119.39,0.321781
nfa-bunc,put-wildhorseck,nfa-bunc_put-wildhorseck,NE-15,NW-47,119.17,0.303961
nfa-bunc,rub-lc-us,nfa-bunc_rub-lc-us,NE-15,NE-27,19.83,0.149322
nfa-bunc,rub-usph,nfa-bunc_rub-usph,NE-15,NE-28,16.74,0.162837
nfa-bunc,russ-mwsprngck,nfa-bunc_russ-mwsprngck,NE-15,NW-48,165.44,0.277017
nfa-bunc,salin-losburros,nfa-bunc_salin-losburros,NE-15,SW-58,353.49,0.376139
nfa-bunc,sancarp-dutrack,nfa-bunc_sancarp-dutrack,NE-15,SW-59,360.68,0.367704
nfa-bunc,sfa-cami,nfa-bunc_sfa-cami,NE-15,E-1,38.17,0.242961
nfa-bunc,sfeel-cedar,nfa-bunc_sfeel-cedar,NE-15,NW-49,248.06,0.267213
nfa-bunc,sfy-fallck,nfa-bunc_sfy-fallck,NE-15,NE-29,38.31,0.150917
nfa-bunc,sfy-loga,nfa-bunc_sfy-loga,NE-15,NE-30,37.14,0.126153
nfa-bunc,sfy-misc,nfa-bunc_sfy-misc,NE-15,NE-31,35.98,0.125399
nfa-bunc,sfy-rockck,nfa-bunc_sfy-rockck,NE-15,NE-32,33.1,0.13913
nfa-bunc,sfy-shadyck,nfa-bunc_sfy-shadyck,NE-15,NE-33,37.43,0.143102
nfa-bunc,sfy-springck,nfa-bunc_sfy-springck,NE-15,NE-34,33.42,0.145443
nfa-bunc,smith-hurdygurdyck,nfa-bunc_smith-hurdygurdyck,NE-15,NW-50,389.48,0.275906
nfa-bunc,soquel-ebsc,nfa-bunc_soquel-ebsc,NE-15,W-63,235.61,0.345014
nfa-bunc,ssantiam,nfa-bunc_ssantiam,NE-15,NW-51,608.9,0.305939
nfa-bunc,trin-sftrinity,nfa-bunc_trin-sftrinity,NE-15,NW-52,298.18,0.220285
nfa-bunc,trin-sftrinity-sandybar,nfa-bunc_trin-sftrinity-sandybar,NE-15,NW-53,308.07,0.241539
nfa-bunc,trin-tishtang,nfa-bunc_trin-tishtang,NE-15,NW-54,320.35,0.247028
nfa-bunc,tuo-clavey,nfa-bunc_tuo-clavey,NE-15,E-2,147.45,0.307473
nfa-bunc,vandz-dinsmore,nfa-bunc_vandz-dinsmore,NE-15,NW-55,280.54,0.240916
nfa-bunc,vandz-rootcreek,nfa-bunc_vandz-rootcreek,NE-15,NW-56,304.69,0.23688
nfa-bunc,vandz-shanty,nfa-bunc_vandz-shanty,NE-15,NW-57,267.68,0.262185
nfa-euchds,nfa-euchus,nfa-euchds_nfa-euchus,NE-16,NE-17,1,0.007488
nfa-euchds,nfa-indc,nfa-euchds_nfa-indc,NE-16,NE-18,19.06,0.058963
nfa-euchds,nfa-pond,nfa-euchds_nfa-pond,NE-16,NE-19,25.7,0.063351
nfa-euchds,nfa-robr,nfa-euchds_nfa-robr,NE-16,NE-20,16.8,0.063451
nfa-euchds,nfa-saic,nfa-euchds_nfa-saic,NE-16,NE-21,23.26,0.062206
nfa-euchds,nfa-shic,nfa-euchds_nfa-shic,NE-16,NE-22,19.6,0.06251
nfa-euchds,nfa-slar,nfa-euchds_nfa-slar,NE-16,NE-23,17.07,0.063956
nfa-euchds,nff-poe,nfa-euchds_nff-poe,NE-16,N-Fea-39,86.36,0.259206
nfa-euchds,nfmfa-sc,nfa-euchds_nfmfa-sc,NE-16,NE-24,18.18,0.140445
nfa-euchds,nfy,nfa-euchds_nfy,NE-16,NE-25,40.77,0.16053
nfa-euchds,nfy-slate-cgrav,nfa-euchds_nfy-slate-cgrav,NE-16,NE-26,58.01,0.207941
nfa-euchds,paj-clearck,nfa-euchds_paj-clearck,NE-16,W-61,312.32,0.368535
nfa-euchds,paj-sanbenito,nfa-euchds_paj-sanbenito,NE-16,W-62,315.71,0.351946
nfa-euchds,put-cold,nfa-euchds_put-cold,NE-16,NW-46,138.85,0.320956
nfa-euchds,put-wildhorseck,nfa-euchds_put-wildhorseck,NE-16,NW-47,138.72,0.302482
nfa-euchds,rub-lc-us,nfa-euchds_rub-lc-us,NE-16,NE-27,22.64,0.130811
nfa-euchds,rub-usph,nfa-euchds_rub-usph,NE-16,NE-28,20.88,0.149694
nfa-euchds,russ-mwsprngck,nfa-euchds_russ-mwsprngck,NE-16,NW-48,183.16,0.274536
nfa-euchds,salin-losburros,nfa-euchds_salin-losburros,NE-16,SW-58,371.18,0.374376
nfa-euchds,sancarp-dutrack,nfa-euchds_sancarp-dutrack,NE-16,SW-59,378.37,0.367273
nfa-euchds,sfa-cami,nfa-euchds_sfa-cami,NE-16,E-1,44.39,0.256433
nfa-euchds,sfeel-cedar,nfa-euchds_sfeel-cedar,NE-16,NW-49,255.37,0.262242
nfa-euchds,sfy-fallck,nfa-euchds_sfy-fallck,NE-16,NE-29,19.04,0.144695
nfa-euchds,sfy-loga,nfa-euchds_sfy-loga,NE-16,NE-30,21.89,0.147509
nfa-euchds,sfy-misc,nfa-euchds_sfy-misc,NE-16,NE-31,22.09,0.150756
nfa-euchds,sfy-rockck,nfa-euchds_sfy-rockck,NE-16,NE-32,25.17,0.141257
nfa-euchds,sfy-shadyck,nfa-euchds_sfy-shadyck,NE-16,NE-33,31.79,0.156783
nfa-euchds,sfy-springck,nfa-euchds_sfy-springck,NE-16,NE-34,25.53,0.155124
nfa-euchds,smith-hurdygurdyck,nfa-euchds_smith-hurdygurdyck,NE-16,NW-50,385.64,0.274419
nfa-euchds,soquel-ebsc,nfa-euchds_soquel-ebsc,NE-16,W-63,255.7,0.343586
nfa-euchds,ssantiam,nfa-euchds_ssantiam,NE-16,NW-51,596.05,0.292685
nfa-euchds,trin-sftrinity,nfa-euchds_trin-sftrinity,NE-16,NW-52,297.66,0.222904
nfa-euchds,trin-sftrinity-sandybar,nfa-euchds_trin-sftrinity-sandybar,NE-16,NW-53,307.19,0.238245
nfa-euchds,trin-tishtang,nfa-euchds_trin-tishtang,NE-16,NW-54,318.75,0.246205
nfa-euchds,tuo-clavey,nfa-euchds_tuo-clavey,NE-16,E-2,156.91,0.303215
nfa-euchds,vandz-dinsmore,nfa-euchds_vandz-dinsmore,NE-16,NW-55,282.09,0.243195
nfa-euchds,vandz-rootcreek,nfa-euchds_vandz-rootcreek,NE-16,NW-56,307.39,0.237023
nfa-euchds,vandz-shanty,nfa-euchds_vandz-shanty,NE-16,NW-57,269.74,0.261179
nfa-euchus,nfa-indc,nfa-euchus_nfa-indc,NE-17,NE-18,19.7,0.070134
nfa-euchus,nfa-pond,nfa-euchus_nfa-pond,NE-17,NE-19,26.27,0.069809
nfa-euchus,nfa-robr,nfa-euchus_nfa-robr,NE-17,NE-20,17.63,0.068212
nfa-euchus,nfa-saic,nfa-euchus_nfa-saic,NE-17,NE-21,22.28,0.064405
nfa-euchus,nfa-shic,nfa-euchus_nfa-shic,NE-17,NE-22,20.18,0.073086
nfa-euchus,nfa-slar,nfa-euchus_nfa-slar,NE-17,NE-23,17.88,0.070319
nfa-euchus,nff-poe,nfa-euchus_nff-poe,NE-17,N-Fea-39,87.1,0.252574
nfa-euchus,nfmfa-sc,nfa-euchus_nfmfa-sc,NE-17,NE-24,18.03,0.139113
nfa-euchus,nfy,nfa-euchus_nfy,NE-17,NE-25,41.28,0.159068
nfa-euchus,nfy-slate-cgrav,nfa-euchus_nfy-slate-cgrav,NE-17,NE-26,58.33,0.206704
nfa-euchus,paj-clearck,nfa-euchus_paj-clearck,NE-17,W-61,312.26,0.366384
nfa-euchus,paj-sanbenito,nfa-euchus_paj-sanbenito,NE-17,W-62,315.63,0.345492
nfa-euchus,put-cold,nfa-euchus_put-cold,NE-17,NW-46,139.66,0.315687
nfa-euchus,put-wildhorseck,nfa-euchus_put-wildhorseck,NE-17,NW-47,139.53,0.299686
nfa-euchus,rub-lc-us,nfa-euchus_rub-lc-us,NE-17,NE-27,22.33,0.136031
nfa-euchus,rub-usph,nfa-euchus_rub-usph,NE-17,NE-28,20.69,0.150326
nfa-euchus,russ-mwsprngck,nfa-euchus_russ-mwsprngck,NE-17,NW-48,184.06,0.270151
nfa-euchus,salin-losburros,nfa-euchus_salin-losburros,NE-17,SW-58,371.26,0.368975
nfa-euchus,sancarp-dutrack,nfa-euchus_sancarp-dutrack,NE-17,SW-59,378.44,0.359471
nfa-euchus,sfa-cami,nfa-euchus_sfa-cami,NE-17,E-1,43.99,0.253242
nfa-euchus,sfeel-cedar,nfa-euchus_sfeel-cedar,NE-17,NW-49,256.35,0.26011
nfa-euchus,sfy-fallck,nfa-euchus_sfy-fallck,NE-17,NE-29,19.01,0.147149
nfa-euchus,sfy-loga,nfa-euchus_sfy-loga,NE-17,NE-30,22.32,0.146604
nfa-euchus,sfy-misc,nfa-euchus_sfy-misc,NE-17,NE-31,22.62,0.141739
nfa-euchus,sfy-rockck,nfa-euchus_sfy-rockck,NE-17,NE-32,25.98,0.141178
nfa-euchus,sfy-shadyck,nfa-euchus_sfy-shadyck,NE-17,NE-33,32.63,0.154155
nfa-euchus,sfy-springck,nfa-euchus_sfy-springck,NE-17,NE-34,26.33,0.145958
nfa-euchus,smith-hurdygurdyck,nfa-euchus_smith-hurdygurdyck,NE-17,NW-50,386.36,0.269705
nfa-euchus,soquel-ebsc,nfa-euchus_soquel-ebsc,NE-17,W-63,256.06,0.336607
nfa-euchus,ssantiam,nfa-euchus_ssantiam,NE-17,NW-51,596.35,0.28504
nfa-euchus,trin-sftrinity,nfa-euchus_trin-sftrinity,NE-17,NW-52,298.49,0.218712
nfa-euchus,trin-sftrinity-sandybar,nfa-euchus_trin-sftrinity-sandybar,NE-17,NW-53,308,0.240804
nfa-euchus,trin-tishtang,nfa-euchus_trin-tishtang,NE-17,NW-54,319.54,0.2449
nfa-euchus,tuo-clavey,nfa-euchus_tuo-clavey,NE-17,E-2,156.5,0.301824
nfa-euchus,vandz-dinsmore,nfa-euchus_vandz-dinsmore,NE-17,NW-55,282.97,0.238078
nfa-euchus,vandz-rootcreek,nfa-euchus_vandz-rootcreek,NE-17,NW-56,308.29,0.230457
nfa-euchus,vandz-shanty,nfa-euchus_vandz-shanty,NE-17,NW-57,270.63,0.257535
nfa-indc,nfa-pond,nfa-indc_nfa-pond,NE-18,NE-19,6.88,0.054504
nfa-indc,nfa-robr,nfa-indc_nfa-robr,NE-18,NE-20,5.54,0.053858
nfa-indc,nfa-saic,nfa-indc_nfa-saic,NE-18,NE-21,39.86,0.090817
nfa-indc,nfa-shic,nfa-indc_nfa-shic,NE-18,NE-22,1.57,0.034567
nfa-indc,nfa-slar,nfa-indc_nfa-slar,NE-18,NE-23,4.89,0.054408
nfa-indc,nff-poe,nfa-indc_nff-poe,NE-18,N-Fea-39,89.61,0.250166
nfa-indc,nfmfa-sc,nfa-indc_nfmfa-sc,NE-18,NE-24,15.34,0.13622
nfa-indc,nfy,nfa-indc_nfy,NE-18,NE-25,50.89,0.142984
nfa-indc,nfy-slate-cgrav,nfa-indc_nfy-slate-cgrav,NE-18,NE-26,70.27,0.209531
nfa-indc,paj-clearck,nfa-indc_paj-clearck,NE-18,W-61,298.44,0.371612
nfa-indc,paj-sanbenito,nfa-indc_paj-sanbenito,NE-18,W-62,302.15,0.359426
nfa-indc,put-cold,nfa-indc_put-cold,NE-18,NW-46,120.58,0.322646
nfa-indc,put-wildhorseck,nfa-indc_put-wildhorseck,NE-18,NW-47,120.38,0.304106
nfa-indc,rub-lc-us,nfa-indc_rub-lc-us,NE-18,NE-27,20.37,0.131183
nfa-indc,rub-usph,nfa-indc_rub-usph,NE-18,NE-28,17.26,0.149686
nfa-indc,russ-mwsprngck,nfa-indc_russ-mwsprngck,NE-18,NW-48,166.26,0.277249
nfa-indc,salin-losburros,nfa-indc_salin-losburros,NE-18,SW-58,355.6,0.379078
nfa-indc,sancarp-dutrack,nfa-indc_sancarp-dutrack,NE-18,SW-59,362.8,0.374366
nfa-indc,sfa-cami,nfa-indc_sfa-cami,NE-18,E-1,39.48,0.25372
nfa-indc,sfeel-cedar,nfa-indc_sfeel-cedar,NE-18,NW-49,247.5,0.263686
nfa-indc,sfy-fallck,nfa-indc_sfy-fallck,NE-18,NE-29,36.32,0.136404
nfa-indc,sfy-loga,nfa-indc_sfy-loga,NE-18,NE-30,35.03,0.135316
nfa-indc,sfy-misc,nfa-indc_sfy-misc,NE-18,NE-31,33.87,0.134359
nfa-indc,sfy-rockck,nfa-indc_sfy-rockck,NE-18,NE-32,31.06,0.128664
nfa-indc,sfy-shadyck,nfa-indc_sfy-shadyck,NE-18,NE-33,35.51,0.140981
nfa-indc,sfy-springck,nfa-indc_sfy-springck,NE-18,NE-34,31.39,0.140808
nfa-indc,smith-hurdygurdyck,nfa-indc_smith-hurdygurdyck,NE-18,NW-50,387.96,0.279044
nfa-indc,soquel-ebsc,nfa-indc_soquel-ebsc,NE-18,W-63,237.62,0.35003
nfa-indc,ssantiam,nfa-indc_ssantiam,NE-18,NW-51,606.87,0.307174
nfa-indc,trin-sftrinity,nfa-indc_trin-sftrinity,NE-18,NW-52,296.9,0.224771
nfa-indc,trin-sftrinity-sandybar,nfa-indc_trin-sftrinity-sandybar,NE-18,NW-53,306.76,0.239641
nfa-indc,trin-tishtang,nfa-indc_trin-tishtang,NE-18,NW-54,318.99,0.245413
nfa-indc,tuo-clavey,nfa-indc_tuo-clavey,NE-18,E-2,149.24,0.311485
nfa-indc,vandz-dinsmore,nfa-indc_vandz-dinsmore,NE-18,NW-55,279.43,0.243653
nfa-indc,vandz-rootcreek,nfa-indc_vandz-rootcreek,NE-18,NW-56,303.69,0.24046
nfa-indc,vandz-shanty,nfa-indc_vandz-shanty,NE-18,NW-57,266.61,0.260599
nfa,nfa-bunc,nfa_nfa-bunc,NE-14,NE-15,8.18,0.074823
nfa,nfa-euchds,nfa_nfa-euchds,NE-14,NE-16,15.69,0.051788
nfa,nfa-euchus,nfa_nfa-euchus,NE-14,NE-17,16.52,0.055523
nfa,nfa-indc,nfa_nfa-indc,NE-14,NE-18,6.09,0.044979
nfa,nfa-pond,nfa_nfa-pond,NE-14,NE-19,12.52,0.04342
nfa,nfa-robr,nfa_nfa-robr,NE-14,NE-20,1.13,0.019185
nfa,nfa-saic,nfa_nfa-saic,NE-14,NE-21,38.22,0.088845
nfa,nfa-shic,nfa_nfa-shic,NE-14,NE-22,7.56,0.04191
nfa,nfa-slar,nfa_nfa-slar,NE-14,NE-23,1.58,0.034458
nfa,nff-poe,nfa_nff-poe,NE-14,N-Fea-39,84.16,0.230853
nfa,nfmfa-sc,nfa_nfmfa-sc,NE-14,NE-24,18.43,0.121323
nfa,nfy,nfa_nfy,NE-14,NE-25,44.8,0.124897
nfa,nfy-slate-cgrav,nfa_nfy-slate-cgrav,NE-14,NE-26,64.2,0.181439
nfa,paj-clearck,nfa_paj-clearck,NE-14,W-61,304.52,0.350273
nfa,paj-sanbenito,nfa_paj-sanbenito,NE-14,W-62,308.23,0.341243
nfa-pond,nfa-robr,nfa-pond_nfa-robr,NE-19,NE-20,11.67,0.052406
nfa-pond,nfa-saic,nfa-pond_nfa-saic,NE-19,NE-21,45.38,0.10411
nfa-pond,nfa-shic,nfa-pond_nfa-shic,NE-19,NE-22,6.1,0.043025
nfa-pond,nfa-slar,nfa-pond_nfa-slar,NE-19,NE-23,11.04,0.06012
nfa-pond,nff-poe,nfa-pond_nff-poe,NE-19,N-Fea-39,93.6,0.232912
nfa-pond,nfmfa-sc,nfa-pond_nfmfa-sc,NE-19,NE-24,17.81,0.118898
nfa-pond,nfy,nfa-pond_nfy,NE-19,NE-25,56.93,0.116482
nfa-pond,nfy-slate-cgrav,nfa-pond_nfy-slate-cgrav,NE-19,NE-26,76.51,0.186298
nfa-pond,paj-clearck,nfa-pond_paj-clearck,NE-19,W-61,292.31,0.354565
nfa-pond,paj-sanbenito,nfa-pond_paj-sanbenito,NE-19,W-62,296.09,0.339671
nfa-pond,put-cold,nfa-pond_put-cold,NE-19,NW-46,115.06,0.300823
nfa-pond,put-wildhorseck,nfa-pond_put-wildhorseck,NE-19,NW-47,114.8,0.286896
nfa-pond,rub-lc-us,nfa-pond_rub-lc-us,NE-19,NE-27,21.75,0.112286
nfa-pond,rub-usph,nfa-pond_rub-usph,NE-19,NE-28,18.82,0.141683
nfa-pond,russ-mwsprngck,nfa-pond_russ-mwsprngck,NE-19,NW-48,161.64,0.251722
nfa-pond,salin-losburros,nfa-pond_salin-losburros,NE-19,SW-58,349.08,0.360184
nfa-pond,sancarp-dutrack,nfa-pond_sancarp-dutrack,NE-19,SW-59,356.28,0.348911
nfa-pond,sfa-cami,nfa-pond_sfa-cami,NE-19,E-1,37.72,0.231245
nfa-pond,sfeel-cedar,nfa-pond_sfeel-cedar,NE-19,NW-49,247.04,0.24535
nfa-pond,sfy-fallck,nfa-pond_sfy-fallck,NE-19,NE-29,43.2,0.119495
nfa-pond,sfy-loga,nfa-pond_sfy-loga,NE-19,NE-30,41.69,0.112283
nfa-pond,sfy-misc,nfa-pond_sfy-misc,NE-19,NE-31,40.4,0.10678
nfa-pond,sfy-rockck,nfa-pond_sfy-rockck,NE-19,NE-32,36.84,0.121565
nfa-pond,sfy-shadyck,nfa-pond_sfy-shadyck,NE-19,NE-33,40.65,0.12861
nfa-pond,sfy-springck,nfa-pond_sfy-springck,NE-19,NE-34,37.14,0.135609
nfa-pond,smith-hurdygurdyck,nfa-pond_smith-hurdygurdyck,NE-19,NW-50,391.04,0.2548
nfa-pond,soquel-ebsc,nfa-pond_soquel-ebsc,NE-19,W-63,230.75,0.329495
nfa-pond,ssantiam,nfa-pond_ssantiam,NE-19,NW-51,612.39,0.285256
nfa-pond,trin-sftrinity,nfa-pond_trin-sftrinity,NE-19,NW-52,299.02,0.199707
nfa-pond,trin-sftrinity-sandybar,nfa-pond_trin-sftrinity-sandybar,NE-19,NW-53,308.98,0.218232
nfa-pond,trin-tishtang,nfa-pond_trin-tishtang,NE-19,NW-54,321.43,0.224094
nfa-pond,tuo-clavey,nfa-pond_tuo-clavey,NE-19,E-2,145.08,0.282419
nfa-pond,vandz-dinsmore,nfa-pond_vandz-dinsmore,NE-19,NW-55,280.9,0.217942
nfa-pond,vandz-rootcreek,nfa-pond_vandz-rootcreek,NE-19,NW-56,304.77,0.212781
nfa-pond,vandz-shanty,nfa-pond_vandz-shanty,NE-19,NW-57,267.93,0.244428
nfa,put-cold,nfa_put-cold,NE-14,NW-46,123.16,0.308378
nfa,put-wildhorseck,nfa_put-wildhorseck,NE-14,NW-47,123.05,0.29147
nfa-robr,nfa-saic,nfa-robr_nfa-saic,NE-20,NE-21,39.27,0.096145
nfa-robr,nfa-shic,nfa-robr_nfa-shic,NE-20,NE-22,7.07,0.04774
nfa-robr,nfa-slar,nfa-robr_nfa-slar,NE-20,NE-23,0.66,0.038099
nfa-robr,nff-poe,nfa-robr_nff-poe,NE-20,N-Fea-39,84.3,0.224872
nfa-robr,nfmfa-sc,nfa-robr_nfmfa-sc,NE-20,NE-24,18.79,0.12438
nfa-robr,nfy,nfa-robr_nfy,NE-20,NE-25,45.44,0.127641
nfa-robr,nfy-slate-cgrav,nfa-robr_nfy-slate-cgrav,NE-20,NE-26,64.92,0.172231
nfa-robr,paj-clearck,nfa-robr_paj-clearck,NE-20,W-61,303.83,0.347198
nfa-robr,paj-sanbenito,nfa-robr_paj-sanbenito,NE-20,W-62,307.56,0.337017
nfa-robr,put-cold,nfa-robr_put-cold,NE-20,NW-46,122.04,0.30345
nfa-robr,put-wildhorseck,nfa-robr_put-wildhorseck,NE-20,NW-47,121.93,0.285701
nfa-robr,rub-lc-us,nfa-robr_rub-lc-us,NE-20,NE-27,24.18,0.121517
nfa-robr,rub-usph,nfa-robr_rub-usph,NE-20,NE-28,21.13,0.144501
nfa-robr,russ-mwsprngck,nfa-robr_russ-mwsprngck,NE-20,NW-48,166.63,0.253989
nfa-robr,salin-losburros,nfa-robr_salin-losburros,NE-20,SW-58,360.75,0.358396
nfa-robr,sancarp-dutrack,nfa-robr_sancarp-dutrack,NE-20,SW-59,367.94,0.349375
nfa-robr,sfa-cami,nfa-robr_sfa-cami,NE-20,E-1,44.36,0.231072
nfa-robr,sfeel-cedar,nfa-robr_sfeel-cedar,NE-20,NW-49,244.31,0.244779
nfa-robr,sfy-fallck,nfa-robr_sfy-fallck,NE-20,NE-29,32.3,0.123852
nfa-robr,sfy-loga,nfa-robr_sfy-loga,NE-20,NE-30,30.07,0.11330899999999999
nfa-robr,sfy-misc,nfa-robr_sfy-misc,NE-20,NE-31,28.74,0.110671
nfa-robr,sfy-rockck,nfa-robr_sfy-rockck,NE-20,NE-32,25.54,0.126587
nfa-robr,sfy-shadyck,nfa-robr_sfy-shadyck,NE-20,NE-33,30,0.131766
nfa-robr,sfy-springck,nfa-robr_sfy-springck,NE-20,NE-34,25.86,0.134743
nfa-robr,smith-hurdygurdyck,nfa-robr_smith-hurdygurdyck,NE-20,NW-50,382.89,0.254392
nfa-robr,soquel-ebsc,nfa-robr_soquel-ebsc,NE-20,W-63,241.96,0.327463
nfa-robr,ssantiam,nfa-robr_ssantiam,NE-20,NW-51,601.34,0.282412
nfa-robr,trin-sftrinity,nfa-robr_trin-sftrinity,NE-20,NW-52,292.23,0.199705
nfa-robr,trin-sftrinity-sandybar,nfa-robr_trin-sftrinity-sandybar,NE-20,NW-53,302.04,0.222772
nfa-robr,trin-tishtang,nfa-robr_trin-tishtang,NE-20,NW-54,314.18,0.225625
nfa-robr,tuo-clavey,nfa-robr_tuo-clavey,NE-20,E-2,154.67,0.286807
nfa-robr,vandz-dinsmore,nfa-robr_vandz-dinsmore,NE-20,NW-55,275.08,0.221016
nfa-robr,vandz-rootcreek,nfa-robr_vandz-rootcreek,NE-20,NW-56,299.55,0.214838
nfa-robr,vandz-shanty,nfa-robr_vandz-shanty,NE-20,NW-57,262.35,0.24071
nfa,rub-lc-us,nfa_rub-lc-us,NE-14,NE-27,23.88,0.117546
nfa,rub-usph,nfa_rub-usph,NE-14,NE-28,20.85,0.141625
nfa,russ-mwsprngck,nfa_russ-mwsprngck,NE-14,NW-48,167.69,0.253931
nfa-saic,nfa-shic,nfa-saic_nfa-shic,NE-21,NE-22,39.79,0.09405
nfa-saic,nfa-slar,nfa-saic_nfa-slar,NE-21,NE-23,39.38,0.088281
nfa-saic,nff-poe,nfa-saic_nff-poe,NE-21,N-Fea-39,101.72,0.268221
nfa-saic,nfmfa-sc,nfa-saic_nfmfa-sc,NE-21,NE-24,30.01,0.163265
nfa-saic,nfy,nfa-saic_nfy,NE-21,NE-25,52.86,0.185522
nfa-saic,nfy-slate-cgrav,nfa-saic_nfy-slate-cgrav,NE-21,NE-26,64.82,0.222376
nfa-saic,paj-clearck,nfa-saic_paj-clearck,NE-21,W-61,316.6,0.376836
nfa-saic,paj-sanbenito,nfa-saic_paj-sanbenito,NE-21,W-62,319.45,0.358971
nfa-saic,put-cold,nfa-saic_put-cold,NE-21,NW-46,160.37,0.328848
nfa-saic,put-wildhorseck,nfa-saic_put-wildhorseck,NE-21,NW-47,160.15,0.313508
nfa-saic,rub-lc-us,nfa-saic_rub-lc-us,NE-21,NE-27,30.38,0.164427
nfa-saic,rub-usph,nfa-saic_rub-usph,NE-21,NE-28,31.16,0.168316
nfa-saic,russ-mwsprngck,nfa-saic_russ-mwsprngck,NE-21,NW-48,205.87,0.287377
nfa-saic,salin-losburros,nfa-saic_salin-losburros,NE-21,SW-58,378.35,0.381836
nfa-saic,sancarp-dutrack,nfa-saic_sancarp-dutrack,NE-21,SW-59,385.49,0.374296
nfa-saic,sfa-cami,nfa-saic_sfa-cami,NE-21,E-1,45.58,0.271868
nfa-saic,sfeel-cedar,nfa-saic_sfeel-cedar,NE-21,NW-49,276.75,0.275925
nfa-saic,sfy-fallck,nfa-saic_sfy-fallck,NE-21,NE-29,25.86,0.171961
nfa-saic,sfy-loga,nfa-saic_sfy-loga,NE-21,NE-30,35.1,0.166537
nfa-saic,sfy-misc,nfa-saic_sfy-misc,NE-21,NE-31,36.9,0.166742
nfa-saic,sfy-rockck,nfa-saic_sfy-rockck,NE-21,NE-32,44.13,0.159129
nfa-saic,sfy-shadyck,nfa-saic_sfy-shadyck,NE-21,NE-33,50.92,0.17845
nfa-saic,sfy-springck,nfa-saic_sfy-springck,NE-21,NE-34,44.43,0.163943
nfa-saic,smith-hurdygurdyck,nfa-saic_smith-hurdygurdyck,NE-21,NW-50,399.06,0.284647
nfa-saic,soquel-ebsc,nfa-saic_soquel-ebsc,NE-21,W-63,269,0.352422
nfa-saic,ssantiam,nfa-saic_ssantiam,NE-21,NW-51,598.75,0.303157
nfa-saic,trin-sftrinity,nfa-saic_trin-sftrinity,NE-21,NW-52,314.14,0.23726
nfa-saic,trin-sftrinity-sandybar,nfa-saic_trin-sftrinity-sandybar,NE-21,NW-53,323.35,0.255586
nfa-saic,trin-tishtang,nfa-saic_trin-tishtang,NE-21,NW-54,334.3,0.260358
nfa-saic,tuo-clavey,nfa-saic_tuo-clavey,NE-21,E-2,153.58,0.320151
nfa-saic,vandz-dinsmore,nfa-saic_vandz-dinsmore,NE-21,NW-55,300.13,0.256069
